"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"188:38:26","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.09","1.09","1.09","1.09"
"188:38:27","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:38:28","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.15","1.15","1.15","1.15"
"188:38:29","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.11","1.11","1.11","1.11"
"188:38:30","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:38:31","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.11","1.11","1.11","1.11"
"188:38:32","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.16","1.16","1.16","1.16"
"188:38:33","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:38:34","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.10","1.10","1.10","1.10"
"188:38:35","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:38:36","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.12","1.12","1.12","1.12"
"188:38:37","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.16","1.16","1.16","1.16"
"188:38:38","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:38:39","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:38:40","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:38:41","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.13","1.13","1.13","1.13"
"188:38:42","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.16","1.16","1.16","1.16"
"188:38:43","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.12","1.12","1.12","1.12"
"188:38:44","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:38:45","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.09","1.09","1.09","1.09"
"188:38:46","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:38:47","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.15","1.15","1.15","1.15"
"188:38:48","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.11","1.11","1.11","1.11"
"188:38:49","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:38:50","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.10","1.10","1.10","1.10"
"188:38:51","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:38:52","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.15","1.15","1.15","1.15"
"188:38:53","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.11","1.11","1.11","1.11"
"188:38:54","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:38:55","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.10","1.10","1.10","1.10"
"188:38:56","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.15","1.15","1.15","1.15"
"188:38:57","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.15","1.15","1.15","1.15"
"188:38:58","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.09","1.09","1.09","1.09"
"188:38:59","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:39:00","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.12","1.12","1.12","1.12"
"188:39:01","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.15","1.15","1.15","1.15"
"188:39:02","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.13","1.13","1.13","1.13"
"188:39:03","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:39:04","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:39:05","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.13","1.13","1.13","1.13"
"188:39:06","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.15","1.15","1.15","1.15"
"188:39:07","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.11","1.11","1.11","1.11"
"188:39:08","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.07","1.07","1.07","1.07"
"188:39:09","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.11","1.11","1.11","1.11"
"188:39:10","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.15","1.15","1.15","1.15"
"188:39:11","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:39:12","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.10","1.10","1.10","1.10"
"188:39:13","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.07","1.07","1.07","1.07"
"188:39:14","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:39:15","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.12","1.12","1.12","1.12"
"188:39:16","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:39:17","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.15","1.15","1.15","1.15"
"188:39:18","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:39:19","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.10","1.10","1.10","1.10"
"188:39:20","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.07","1.07","1.07","1.07"
"188:39:21","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.07","1.07","1.07","1.07"
"188:39:22","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.10","1.10","1.10","1.10"
"188:39:23","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:39:24","0.70","0.70","0.70","0.70","0.63","0.63","0.63","0.63","1.15","1.15","1.15","1.15"
"188:39:25","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.12","1.12","1.12","1.12"
"188:39:26","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.09","1.09","1.09","1.09"
"188:39:27","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.06","1.06","1.06","1.06"
"188:39:28","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.08","1.08","1.08","1.08"
"188:39:29","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.12","1.12","1.12","1.12"
"188:39:30","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:39:31","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.13","1.13","1.13","1.13"
"188:39:32","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.09","1.09","1.09","1.09"
"188:39:33","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:39:34","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.07","1.07","1.07","1.07"
"188:39:35","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.11","1.11","1.11","1.11"
"188:39:36","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:39:37","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:39:38","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.09","1.09","1.09","1.09"
"188:39:39","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:39:40","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.10","1.10","1.10","1.10"
"188:39:41","0.69","0.69","0.69","0.69","0.63","0.63","0.63","0.63","1.14","1.14","1.14","1.14"
"188:39:42","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:39:43","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.09","1.09","1.09","1.09"
"188:39:44","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.07","1.07","1.07","1.07"
"188:39:45","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.10","1.10","1.10","1.10"
"188:39:46","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:39:47","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:39:48","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.07","1.07","1.07","1.07"
"188:39:49","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.08","1.08","1.08","1.08"
"188:39:50","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.12","1.12","1.12","1.12"
"188:39:51","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:39:52","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.09","1.09","1.09","1.09"
"188:39:53","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:39:54","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.10","1.10","1.10","1.10"
"188:39:55","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:39:56","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.11","1.11","1.11","1.11"
"188:39:57","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:39:58","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.08","1.08","1.08","1.08"
"188:39:59","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:40:00","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.12","1.12","1.12","1.12"
"188:40:01","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.07","1.07","1.07","1.07"
"188:40:02","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.07","1.07","1.07","1.07"
"188:40:03","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.12","1.12","1.12","1.12"
"188:40:04","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:40:05","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.10","1.10","1.10","1.10"
"188:40:06","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:40:07","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.08","1.08","1.08","1.08"
"188:40:08","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:40:09","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:40:10","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.10","1.10","1.10","1.10"
"188:40:11","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:40:12","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.08","1.08","1.08","1.08"
"188:40:13","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.12","1.12","1.12","1.12"
"188:40:14","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:40:15","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.12","1.12","1.12","1.12"
"188:40:16","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.07","1.07","1.07","1.07"
"188:40:17","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:40:18","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.10","1.10","1.10","1.10"
"188:40:19","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:40:20","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:40:21","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.08","1.08","1.08","1.08"
"188:40:22","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:40:23","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.10","1.10","1.10","1.10"
"188:40:24","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:40:25","0.69","0.69","0.69","0.69","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:40:26","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.07","1.07","1.07","1.07"
"188:40:27","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.07","1.07","1.07","1.07"
"188:40:28","0.67","0.67","0.67","0.67","0.62","0.62","0.62","0.62","1.12","1.12","1.12","1.12"
"188:40:29","0.66","0.66","0.66","0.66","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:40:30","0.66","0.66","0.66","0.66","0.62","0.62","0.62","0.62","1.10","1.10","1.10","1.10"
"188:40:31","0.66","0.66","0.66","0.66","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:40:32","0.67","0.67","0.67","0.67","0.62","0.62","0.62","0.62","1.09","1.09","1.09","1.09"
"188:40:33","0.67","0.67","0.67","0.67","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:40:34","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.12","1.12","1.12","1.12"
"188:40:35","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:40:36","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.08","1.08","1.08","1.08"
"188:40:37","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:40:38","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:40:39","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.07","1.07","1.07","1.07"
"188:40:40","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.07","1.07","1.07","1.07"
"188:40:41","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.12","1.12","1.12","1.12"
"188:40:42","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:40:43","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.10","1.10","1.10","1.10"
"188:40:44","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:40:45","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.09","1.09","1.09","1.09"
"188:40:46","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:40:47","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:40:48","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.08","1.08","1.08","1.08"
"188:40:49","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:40:50","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.09","1.09","1.09","1.09"
"188:40:51","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:40:52","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:40:53","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.09","1.09","1.09","1.09"
"188:40:54","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.06","1.06","1.06","1.06"
"188:40:55","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.08","1.08","1.08","1.08"
"188:40:56","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.13","1.13","1.13","1.13"
"188:40:57","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.14","1.14","1.14","1.14"
"188:40:58","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.10","1.10","1.10","1.10"
"188:40:59","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:00","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.07","1.07","1.07","1.07"
"188:41:01","0.68","0.68","0.68","0.68","0.62","0.62","0.62","0.62","1.11","1.11","1.11","1.11"
"188:41:02","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.14","1.14","1.14","1.14"
"188:41:03","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.12","1.12","1.12","1.12"
"188:41:04","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.07","1.07","1.07","1.07"
"188:41:05","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:06","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.09","1.09","1.09","1.09"
"188:41:07","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:41:08","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:41:09","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.09","1.09","1.09","1.09"
"188:41:10","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:11","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.07","1.07","1.07","1.07"
"188:41:12","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.11","1.11","1.11","1.11"
"188:41:13","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.14","1.14","1.14","1.14"
"188:41:14","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.11","1.11","1.11","1.11"
"188:41:15","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:16","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:17","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.11","1.11","1.11","1.11"
"188:41:18","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.14","1.14","1.14","1.14"
"188:41:19","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.10","1.10","1.10","1.10"
"188:41:20","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:21","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.07","1.07","1.07","1.07"
"188:41:22","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.11","1.11","1.11","1.11"
"188:41:23","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.14","1.14","1.14","1.14"
"188:41:24","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.11","1.11","1.11","1.11"
"188:41:25","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:26","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.07","1.07","1.07","1.07"
"188:41:27","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.12","1.12","1.12","1.12"
"188:41:28","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:41:29","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.10","1.10","1.10","1.10"
"188:41:30","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.05","1.05","1.05","1.05"
"188:41:31","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.07","1.07","1.07","1.07"
"188:41:32","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:41:33","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:41:34","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.07","1.07","1.07","1.07"
"188:41:35","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:36","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.11","1.11","1.11","1.11"
"188:41:37","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:41:38","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.07","1.07","1.07","1.07"
"188:41:39","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:40","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.11","1.11","1.11","1.11"
"188:41:41","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:41:42","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.07","1.07","1.07","1.07"
"188:41:43","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:44","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.12","1.12","1.12","1.12"
"188:41:45","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.12","1.12","1.12","1.12"
"188:41:46","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:47","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.07","1.07","1.07","1.07"
"188:41:48","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.12","1.12","1.12","1.12"
"188:41:49","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.09","1.09","1.09","1.09"
"188:41:50","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.05","1.05","1.05","1.05"
"188:41:51","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.10","1.10","1.10","1.10"
"188:41:52","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.12","1.12","1.12","1.12"
"188:41:53","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:54","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.06","1.06","1.06","1.06"
"188:41:55","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:41:56","0.68","0.68","0.68","0.68","0.61","0.61","0.61","0.61","1.09","1.09","1.09","1.09"
"188:41:57","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.05","1.05","1.05","1.05"
"188:41:58","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.11","1.11","1.11","1.11"
"188:41:59","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.11","1.11","1.11","1.11"
"188:42:00","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.05","1.05","1.05","1.05"
"188:42:01","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.09","1.09","1.09","1.09"
"188:42:02","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:42:03","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.07","1.07","1.07","1.07"
"188:42:04","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.05","1.05","1.05","1.05"
"188:42:05","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.12","1.12","1.12","1.12"
"188:42:06","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.10","1.10","1.10","1.10"
"188:42:07","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.05","1.05","1.05","1.05"
"188:42:08","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.08","1.08","1.08","1.08"
"188:42:09","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:42:10","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.09","1.09","1.09","1.09"
"188:42:11","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.05","1.05","1.05","1.05"
"188:42:12","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.09","1.09","1.09","1.09"
"188:42:13","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:42:14","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.08","1.08","1.08","1.08"
"188:42:15","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.05","1.05","1.05","1.05"
"188:42:16","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.09","1.09","1.09","1.09"
"188:42:17","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.13","1.13","1.13","1.13"
"188:42:18","0.67","0.67","0.67","0.67","0.60","0.60","0.60","0.60","1.07","1.07","1.07","1.07"
"188:42:19","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.05","1.05","1.05","1.05"
"188:42:20","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.11","1.11","1.11","1.11"
"188:42:21","0.67","0.67","0.67","0.67","0.61","0.61","0.61","0.61","1.12","1.12","1.12","1.12"
"188:42:22","0.67","0.67","0.67","0.67","0.60","0.60","0.60","0.60","1.05","1.05","1.05","1.05"
"188:42:23","0.67","0.67","0.67","0.67","0.60","0.60","0.60","0.60","1.07","1.07","1.07","1.07"
"188:42:24","0.67","0.67","0.67","0.67","0.60","0.60","0.60","0.60","1.12","1.12","1.12","1.12"
"188:42:25","0.67","0.67","0.67","0.67","0.60","0.60","0.60","0.60","1.08","1.08","1.08","1.08"
"188:42:26","0.67","0.67","0.67","0.67","0.60","0.60","0.60","0.60","1.05","1.05","1.05","1.05"
"188:42:27","0.67","0.67","0.67","0.67","0.60","0.60","0.60","0.60","1.11","1.11","1.11","1.11"
"188:42:28","0.67","0.67","0.67","0.67","0.60","0.60","0.60","0.60","1.10","1.10","1.10","1.10"
"188:42:29","0.67","0.67","0.67","0.67","0.60","0.60","0.60","0.60","1.05","1.05","1.05","1.05"
"188:42:30","0.66","0.66","0.66","0.66","0.60","0.60","0.60","0.60","1.08","1.08","1.08","1.08"
"188:42:31","0.66","0.66","0.66","0.66","0.60","0.60","0.60","0.60","1.12","1.12","1.12","1.12"
