"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"170:36:32","0.27","0.27","0.27","0.27","0.71","0.71","0.71","0.71","0.55","0.55","0.55","0.55"
"170:36:33","0.27","0.27","0.27","0.27","0.71","0.71","0.71","0.71","0.55","0.55","0.55","0.55"
"170:36:34","0.27","0.27","0.27","0.27","0.71","0.71","0.71","0.71","0.57","0.57","0.57","0.57"
"170:36:35","0.27","0.27","0.27","0.27","0.71","0.71","0.71","0.71","0.55","0.55","0.55","0.55"
"170:36:36","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.55","0.55","0.55","0.55"
"170:36:37","0.27","0.27","0.27","0.27","0.71","0.71","0.71","0.71","0.57","0.57","0.57","0.57"
"170:36:38","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.55","0.55","0.55","0.55"
"170:36:39","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.54","0.54","0.54","0.54"
"170:36:40","0.27","0.27","0.27","0.27","0.71","0.71","0.71","0.71","0.57","0.57","0.57","0.57"
"170:36:41","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.56","0.56","0.56","0.56"
"170:36:42","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.54","0.54","0.54","0.54"
"170:36:43","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.57","0.57","0.57","0.57"
"170:36:44","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.56","0.56","0.56","0.56"
"170:36:45","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.54","0.54","0.54","0.54"
"170:36:46","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.57","0.57","0.57","0.57"
"170:36:47","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.56","0.56","0.56","0.56"
"170:36:48","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.54","0.54","0.54","0.54"
"170:36:49","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.56","0.56","0.56","0.56"
"170:36:50","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.56","0.56","0.56","0.56"
"170:36:51","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.54","0.54","0.54","0.54"
"170:36:52","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.56","0.56","0.56","0.56"
"170:36:53","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.57","0.57","0.57","0.57"
"170:36:54","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:36:55","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.55","0.55","0.55","0.55"
"170:36:56","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.57","0.57","0.57","0.57"
"170:36:57","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:36:58","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:36:59","0.26","0.26","0.26","0.26","0.71","0.71","0.71","0.71","0.57","0.57","0.57","0.57"
"170:37:00","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:01","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:02","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:03","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:04","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:05","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:06","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.57","0.57","0.57","0.57"
"170:37:07","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:08","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:09","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.57","0.57","0.57","0.57"
"170:37:10","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:11","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:12","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.57","0.57","0.57","0.57"
"170:37:13","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:14","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:15","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:16","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:17","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:18","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:19","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:20","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:21","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:22","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:23","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:24","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:25","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.57","0.57","0.57","0.57"
"170:37:26","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:27","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:28","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.57","0.57","0.57","0.57"
"170:37:29","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:30","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:31","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:32","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:33","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:37:34","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:35","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:36","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:37","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:38","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:39","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:40","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:37:41","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:42","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:43","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:37:44","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:45","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:46","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:47","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:48","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:49","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:50","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:37:51","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:52","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:53","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:54","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:37:55","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:56","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:37:57","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:37:58","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:37:59","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:38:00","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:38:01","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:38:02","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:03","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:38:04","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:38:05","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:06","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:07","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:38:08","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:38:09","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:10","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:38:11","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:38:12","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:38:13","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:14","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:38:15","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:38:16","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:38:17","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:18","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:38:19","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:38:20","0.25","0.25","0.25","0.25","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:21","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:22","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:38:23","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:38:24","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:25","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:26","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:38:27","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:38:28","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:29","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:30","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:38:31","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:38:32","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:33","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:34","0.25","0.25","0.25","0.25","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:38:35","0.25","0.25","0.25","0.25","0.70","0.70","0.70","0.70","0.54","0.54","0.54","0.54"
"170:38:36","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.57","0.57","0.57","0.57"
"170:38:37","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:38","0.25","0.25","0.25","0.25","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:38:39","0.25","0.25","0.25","0.25","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:38:40","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:41","0.25","0.25","0.25","0.25","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:38:42","0.25","0.25","0.25","0.25","0.70","0.70","0.70","0.70","0.53","0.53","0.53","0.53"
"170:38:43","0.25","0.25","0.25","0.25","0.70","0.70","0.70","0.70","0.55","0.55","0.55","0.55"
"170:38:44","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:45","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:38:46","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:38:47","0.25","0.25","0.25","0.25","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:48","0.25","0.25","0.25","0.25","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:49","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:38:50","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:38:51","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.56","0.56","0.56","0.56"
"170:38:52","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:38:53","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:38:54","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:38:55","0.25","0.25","0.25","0.25","0.70","0.70","0.70","0.70","0.56","0.56","0.56","0.56"
"170:38:56","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:38:57","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:38:58","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:38:59","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.56","0.56","0.56","0.56"
"170:39:00","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:01","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:02","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:03","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.56","0.56","0.56","0.56"
"170:39:04","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:05","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:06","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:07","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:08","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.56","0.56","0.56","0.56"
"170:39:09","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:10","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:11","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:12","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.56","0.56","0.56","0.56"
"170:39:13","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:14","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:15","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:16","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.56","0.56","0.56","0.56"
"170:39:17","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:18","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:19","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:20","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.56","0.56","0.56","0.56"
"170:39:21","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:22","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:23","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:24","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:25","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:26","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:27","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.56","0.56","0.56","0.56"
"170:39:28","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:29","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:30","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:31","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.56","0.56","0.56","0.56"
"170:39:32","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:33","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:34","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:35","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:36","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:37","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:38","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:39","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:40","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:41","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:42","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.56","0.56","0.56","0.56"
"170:39:43","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:44","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:45","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:46","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:47","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:48","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:49","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:50","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:51","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:52","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:53","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:54","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:55","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:39:56","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:39:57","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:39:58","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:39:59","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:40:00","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:40:01","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:40:02","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:40:03","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:40:04","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:40:05","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:40:06","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:40:07","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:40:08","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:40:09","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:40:10","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:40:11","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:40:12","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:40:13","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:40:14","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:40:15","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:40:16","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:40:17","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:40:18","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:40:19","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:40:20","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:40:21","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:40:22","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:40:23","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:40:24","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:40:25","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:40:26","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:40:27","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:40:28","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:40:29","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:40:30","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:40:31","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
"170:40:32","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:40:33","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:40:34","0.25","0.25","0.25","0.25","0.69","0.69","0.69","0.69","0.55","0.55","0.55","0.55"
"170:40:35","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.53","0.53","0.53","0.53"
"170:40:36","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.52","0.52","0.52","0.52"
"170:40:37","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69","0.54","0.54","0.54","0.54"
