"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"194:56:28","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:29","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:30","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:31","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:32","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:33","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:34","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:35","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:36","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:37","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:38","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:39","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:40","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:41","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:42","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:43","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:44","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:45","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:46","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:47","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:48","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:49","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:50","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:51","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:52","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:53","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:54","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:55","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:56","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:57","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:56:58","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:56:59","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:00","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:01","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:03","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:04","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:05","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:06","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:07","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:08","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:09","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:10","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:11","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:12","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:13","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:14","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:15","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:16","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:17","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:18","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:19","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:20","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:21","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:22","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:23","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:24","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:25","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:26","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:27","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:28","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:29","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:30","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:31","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:32","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:33","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:34","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:35","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:36","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:37","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:38","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:39","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:40","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:41","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:42","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:43","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:44","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:45","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:46","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:47","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:48","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:49","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:50","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:51","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:52","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:53","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:54","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:55","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:56","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:57","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:57:58","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:57:59","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:00","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:01","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:58:02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:03","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:04","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:05","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:58:06","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:07","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:08","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:09","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:10","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:58:11","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:12","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:13","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:14","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:58:15","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:16","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:17","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:18","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:58:19","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:20","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:21","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:22","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:58:23","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:24","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:25","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:26","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:27","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:28","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:29","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:30","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:31","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:32","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:33","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:34","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:35","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:36","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:37","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:38","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:39","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:40","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:41","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:42","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:43","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:44","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:45","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:46","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:47","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:58:48","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:49","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:50","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:51","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:58:52","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:53","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:54","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:55","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00"
"194:58:56","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:57","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:58","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:58:59","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:00","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:01","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:03","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:04","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:05","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:06","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:07","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:08","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:09","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:10","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:11","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:12","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:13","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:14","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:15","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:16","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:17","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:18","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:19","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:20","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:21","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:22","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:23","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:24","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:25","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:26","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:27","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:28","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:29","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:30","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:31","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:32","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:33","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:34","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:35","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:36","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:37","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:38","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:39","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:40","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:41","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:42","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:43","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:44","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:45","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:46","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:47","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:48","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:49","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:50","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:51","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:52","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:53","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:54","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:55","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:56","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:57","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:58","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"194:59:59","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:00","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:01","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:03","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:04","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:05","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:06","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:07","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:08","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:09","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:10","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:11","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:12","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:13","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:14","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:15","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:16","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:17","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:18","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:19","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:20","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:21","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:22","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:23","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:24","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:25","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:26","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:27","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:28","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:29","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:30","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:31","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:32","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"195:00:33","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
